"marketplace","customer_id","review_id","product_id","product_parent","product_title","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","year","product_category"
"US","39452841","REQQ21GMFFEAE","0380714450","771573961","Slow Dance on the Killing Ground","2","5","5","N","N","A Fake Vietnam War Memoir Disgracefully Written By An Incarcerated Murderer!","\\""Slow Dance on the Killing Floor,\\"" authored by  Lenox Cramer (a pseudonym) is a story that the reader will continually ask himself: \\""did this really happen?\\""  The stories contained within the 272 pages are so fantastic, one really questions the authenticity of these anecdotes. It is for good reason any reader with a critical eye starts out early noticing the  implausibility of this book, as we shall soon see. [[ASIN:1420879979 Head-Hunter One Kilo! 173rd Airborne Brigade, Vietnam 1968-69, Sky Soldiers]] Supposedly, Lenox Cramer grew up on the rough streets of Detroit, Michigan. It states in this book that as a teenager  Cramer fought with a member of a motorcycle gang that bothered him and demanded that he pay for protection. Cramer shot the gang member in the leg, was arrested and promptly sent to a juvenile detention center. As Cramer related: \\""Dad made a deal with the judge. In return for a clean slate, I would enlist in the Army for three years.\\"" Serving for three years with the 173rd Airborne Brigade, and then joining the Long Range Reconnaissance Patrol element of the 173rd, he finished out his tour and returned to the U.S. shortly after the Tet Offensive of January, 1968.<br /><br />Why did Cramer decide to go back and become a Green Beret?  Cramer wrote upon returning from Vietnam: \\""Outside the perimeter fence of the airbase, a huge crowd carried signs on sticks. Most were dressed in multicolored clothes. Their signs read \\""peace\\"", \\""love\\"" and something about baby killers. As our buses pulled out of the front gate of the base, the people in the colorful clothes went crazy. Raw eggs splattered the bus. [[ASIN:0743464990 Reflections of a Warrior: Six Years as a Green Beret in Vietnam]] Since it was late summer and hot, most of the soldiers had opened their windows. Everything that was being thrown by the crowd came into the bus, hitting the guys that were fresh out of the killing grounds. The Green Beret sitting next to me said that these people were hippie war protesters. A couple of them ran up to the bus and threw bags at us. The bags were filled with human feces.\\"" How tragic it was to treat returning soldiers that had just put their lives on the line in the defense of democracy and this country. Once back in the real world of mundane civilian life, Cramer realized that he enjoyed war, killing, and the rush that went with it.<br /><br />Choosing to reenlist, Cramer wrote: \\""I knew there was nothing for me in the U.S. at that time. The only real ties I had to anyone or anything was in the Special Forces. I was one of their professionals now, like it or not. And the bulk of professional soldiers were where the action was, in 'Nam. I was a highly trained killer. I belonged in 'Nam, with men like myself who would accept me for who and what I was right then. When I returned to Ft. Bragg, I volunteered for the 5th Special Forces Group, Vietnam.\\"" [[ASIN:1591143217 Black Ops, Vietnam: An Operational History of MACVSOG]] Cramer claims he was a part of covert operations into countries we were not supposed to be in (Laos and Cambodia), assassinations of undesirables, i.e. both American and Vietnamese, both Southern and Northern. Cramer also wrote that he had involvement with the Central Intelligence Program in the war effort  Cramer initially qualifies this book as fiction. He explains: \\""This is a work of fiction. It is based on my experiences while serving in Southeast Asia. The names, dates, times and places have been changed to protect the innocent and the guilty alike, as well as to protect me from violating any National Security Act.\\""<br /><br />The author continues his qualification; \\""To the best of my knowledge, all of the missions of the Studies and  Observations Group (SOG) are still classified. Everything has been kept as close to fact as possible, even the gist of conversations. Special Forces operatives were the finest the Army had to offer during the S.E. Asian conflict. They paid for their courage, training, dedication, skill and motivation with blood, wounds, death and ultimately the loss of the cause for which they had so valiantly fought. Still, they fought it well. For us, the warriors, it was our \\""raison d'etre\\"", or as the Japanese warrior-mystics put it, \\""The mission is everything.\\"" We danced the slow dance on the killing grounds, to the tune called by others, obedient to the end.\\"" Cramer made some very important observations about the camaraderie of \\""SOG.\\"" that unparalleled any other military group. Cramer explained; \\""There was a bond, a camaraderie among those men that is nearly unparallel elsewhere. The green beret became our bond, our symbol. We knew we could depend on each other, no matter what. And everyone else was suspect. The CIA were treacherous, the grunts or infantry soldiers were sloppy, the Army of the Republic of Vietnam (ARVN) were undependable, and the North Vietnamese Army wasthe enemy. All of them could get you killed. Green Hats, on the other hand, were friends.\\""<br /><br />Other books echo this. One in particular, \\""Across The Fence-The Secret War In Vietnam\\"" by John S. Meyer basically echo's similar sentiments. Stryker wrote: \\""You can't tell your girlfriend, your mother, no one. If anyone asked about our assignments, we were to simply say that we were with the 5th Special Forces Group in Vietnam. The agreement was binding for 20 years. If anyone violated this agreement, that individual could face federal prosecution, resulting in stiff fines and incarceration, and ruin any future government or security employment opportunities. We were prohibited from writing anything about the operation, forbidden from keeping diaries, taking photos, making drawings or tape recording notes of any sort. No identification papers (on SOG members), no dog tags, no diaries. Everyone would wear sterile fatigues, with no company insignia, no nametags, no unit designators or combat infantry badges. Why? Because Laos and Cambodia were neutral, the U.S. Government could publicly proclaim that the U.S. respected that \\""neutrality\\"". [[ASIN:0983256705 Across The Fence - The Secret War In Vietnam: Expanded Edition]] Thus, if we were killed in Laos, Cambodia or North Vietnam, the U.S. Government would deny having anything to do with us. The U.S. Government would explain that no Americans were stationed in Laos or Cambodia, which was technically accurate. The U.S. Government had \\""plausible deniability\\"" if we were captured or killed.\\""<br /><br />Stryker's book is a historical memoir. Is Cramer's? The author  has several stories of being deep in enemy territory grabbing important human targets with fellow SOG members. These stories are very similar to ones found in John L. Plaster's book \\""SOG.\\"" Plaster asserts; \\""The SOG mission that most demanded ingenuity and audacity was snatching enemy prisoners. By hook and crook, by trickery and device, by technology and technique, SOG men aspired to perfect their kidnapping craft, developing more skill in this artful science than at any time in previous military history. Rewards and accolades were heaped upon successful snatchers, and with good reason: there is no intelligence source so fruitful as a freshly snatched prisoner. [[ASIN:1609103998 BRIGHT LIGHT: Untold Stories of the Top Secret War in Vietnam]] Taking a prisoner meant a free R & R to Taiwan aboard a SOG Blackbird on a maintanence rotation, a $100 cash bonus for each American and a new Seiko wristwatch and cash to each Nung or Montegnanrd. A snatch meant initiating contact in dangerous areas, against forces that usually outnumbered your team. And when you grabbed someone, the prisoner slowed your pace while other NVA chased all the harder, knowing you had one of their own.\\""<br /><br />Finally, Cramer writes about laying secret motion sensors in the ground that detected enemy movement deep in hostile territory. This was an innovation of the Vietnam War, a technology that is now commonplace.  Cramer's description of his view of the Vietnam War sounds credible and realistic.  Cramer explained: \\""Nam was a rock 'n' roll kind of war. It seemed incongruous to me that professional killers like us were rocking to the same music as the hippies, who obviously hated us. But a lot of the younger green hats were. [[ASIN:0741420457 The Saigon Zoo: Vietnam's Other War: Sex, Drugs, Rock 'n Roll]] And when I say I was \\""into\\"" rock, I mean to the point that I could name every song on any given album, knew the words to most of them by heart and knew the name of every band member for every band I liked and their history. All of us had our little vices, but they were never talked about as long as they didn't interfere with our performance on a mission. I drank, smoked weed on occasion and ate benzedrine in the field when I needed it. It was issued to us. Some of the others did the same and some didn't. As long as I didn't get drunk on a mission, light a joint in the field or become addicted to anything other than the combat itself, no one cared what I did to survive between ops. It was an unwritten rule of the war.\\""<br /><br />The violence in this book is extremely brutal and graphic, and it is questionable as to whether this was intentionally played up to insure credibility. Why do I say this? It is a fact that time distorts all stories. The Vietnam War ended in January of 1973 for America. That is almost forty years ago, enough time for someone to take this conflict and sadly twist the truth of it for their own financial gain, and this seems to be the case in this instance.  Apparently, there were four books in all released by Lenox Kramer. [[ASIN:0939427419 War With Empty Hands: Self-Defense Against Aggression (Shadow Warrior Series)]] The first was in February of 1991, and was entitled  \\""War With Empty Hands:Self Defense Against Aggression.\\""  This was to be the first part in a succession of books known as the \\""Shadow Warrior Series,\\""  issued by Alpha Publications. \\""Slow Dance on The Killing Floor\\"" was authored by Kramer in July of 1991 and  month later, \\""War With Empty Hands:Self-Defense Against Aggression\\"" Supplement 1 hit the book stores. What proved to be the last Cramer release came out in October of 1991, entitled \\""War With Empty Hands:Field Craft\\"" seeing distribution.<br /><br />Unfortunately for Lenox, Colonel Abraham, president for the \\""Special Operations Association\\"" saw a copy. Knowing that author B.G. Burkett  was working on a book that would expose liars, fabricators and phony heroes trying to flood the major publishing houses with false tales of heroism in Vietnam, he told the author about \\""Slow Dance on the Killing Floor.\\"" Abraham did not want to see an individual misrepresent a former Vietnam Veteran with a fraudulent book resulting in a best selling biography.  Burkett took one look at \\""Slow Dance on the Killing Ground\\"" and without even reading it realized  this book was a sham.  In a desperate attempt to legitimatize the fact that the author was a bona fide war hero, Cramer  inserted at the beginning of the book a copy of his \\""DD-214.\\""  This is an official separation document of the United States Military, and it  it represents the complete, verified record of a service member's time in the military, awards and medals, and other pertinent service information, such as promotions, combat service or overseas service. The one in the book indicated that Cramer had worked with the Special Forces, with his name whited out. It also alleged that the bearer of this DD-214 had won the \\""Distinguished Service Cross, Silver Star, 2 Bronze Medal Stars for Valor, 5 Purple Hearts and the Combat Infantry Badge.\\""<br /><br />Being an expert at examining these forms, Burkett saw all the typing errors and knew this was a fake. Working with Abraham, Burkett sought out Cramer in an attempt to find out his true name.  The director of Alpha Publications, John Straub, sent a letter to Abraham informing him the author's real name was \\""Michael Eric Cramer,\\"" along with a copy of his real DD-214.  Realizing he was busted, Cramer, along with admitting he was incarcerated in Kentcky State Prison, sent a letter  to Abraham,  insisting that his book was based on: \\""Actual experience and in  part on stories related to him by participants. I was unsure of what might still be classified, so to be safe in that regard, and again for the sake of \\""dramatization,\\"" I altered the who, what, when, and where significance.\\"" He added that because he was in jail it was necessary to use a \\""nom de guerre.\\""  Burkett started to do his own homework. [[ASIN:1401096751 Fake Warriors: Identifying, Exposing, and Punishing Those Who Falsify Their Military Service]] Checking with the authorities at Kentucky State Prison, he found out that Cramer had lied to Abraham about his name so that he couldn't check his military records and that his real one was in fact \\""Lenox Eric Cramer,\\"" Now everything this author said was in doubt.  Burkett shuddered when he found out two things. First, Kramer was incarcerated for the brutal and sadistic murder of a hitchhiker. Second, Kramer had been the star pupil of a prison run creative writing class, and finally,  Cramer's claim of being an ex Green Beret was an abject falsification.<br /><br />The only service Cramer saw was as a clerk typist probably typing up fake orders, promotions and requisitions. He had been thrown out of the Army by court martial, with AWOL and narcotics violations. Upon learning this, Staub dumped Cramer's book, selling it to Avon Books. This publisher, indifferent to whether this book was true or hogwash, saw only big sales receipts and ignored the reality of the situation, that \\""Slow Dance on the Killing Floor\\"" was a fraud. The author was nothing less than an imprisoned charlatan writing farcical tales about Vietnam. As a side note, Cramer was released from Kentucky State Prison and in no time at all  trouble found him. [[ASIN:096670360X Stolen Valor : How the Vietnam Generation Was Robbed of Its Heroes and Its History]]  Burkett reported that Cramer had been convicted of murdering two people on a contract hit, and would never again see daylight. In the end, it is apparent that books like this  really denigrate the service, patriotism and gallantry of some of the best warriors America has to offer, those in the Green Berets and  Studies and Operations Group. It is a sad fact that these authors have no respect for those special people that go above and beyond the call of this country. Once exposed, books of this sort need to be exempt from sale and authors permanently banned.ds credible and realistic.  Cramer explained: \\""Nam was a rock 'n' roll kind of war. It seemed incongruous to me that professional killers like us were rocking to the same music as the hippies, who obviously hated us. But a lot of the younger green hats were. [[ASIN:0741420457 The Saigon Zoo: Vietnam's Other War: Sex, Drugs, Rock 'n Roll]] And when I say I was \\""into\\"" rock, I mean to the point that I could name every song on any given album, knew the words to most of them by heart and knew the name of every band member for every band I liked and their history. All of us had our little vices, but they were never talked about as long as they didn't interfere with our performance on a mission. I drank, smoked weed on occasion and ate benzedrine in the field when I needed it. It was issued to us. Some of the others did the same and some didn't. As long as I didn't get drunk on a mission, light a joint in the field or become addicted to anything other than the combat itself, no one cared what I did to survive between ops. It was an unwritten rule of the war.\\""<br /><br />The violence in this book is extremely brutal and graphic, and it is questionable as to whether this was intentionally played up to insure credibility. Why do I say this? It is a fact that time distorts all stories. The Vietnam War ended in January of 1973 for America. That is almost forty years ago, enough time for someone to take this conflict and sadly twist the truth of it for their own financial gain, and this seems to be the case in this instance.  Apparently, there were four books in all released by Lenox Kramer. [[ASIN:0939427419 War With Empty Hands: Self-Defense Against Aggression (Shadow Warrior Series)]] The first was in February of 1991, and was entitled  \\""War With Empty Hands:Self Defense Against Aggression.\\""  This was to be the first part in a succession of books known as the \\""Shadow Warrior Series,\\""  issued by Alpha Publications. \\""Slow Dance on The Killing Floor\\"" was authored by Kramer in July of 1991 and  month later, \\""War With Empty Hands:Self-Defense Against Aggression\\"" Supplement 1 hit the book stores. What proved to be the last Cramer release came out in October of 1991, entitled \\""War With Empty Hands:Field Craft\\"" seeing distribution.<br /><br />Unfortunately for Lenox, Colonel Abraham, president for the \\""Special Operations Association\\"" saw a copy. Knowing that author B.G. Burkett  was working on a book that would expose liars, fabricators and phony heroes trying to flood the major publishing houses with false tales of heroism in Vietnam, he told the author about \\""Slow Dance on the Killing Floor.\\"" Abraham did not want to see an individual misrepresent a former Vietnam Veteran with a fraudulent book resulting in a best selling biography.  Burkett took one look at \\""Slow Dance on the Killing Ground\\"" and without even reading it realized  this book was a sham.  In a desperate attempt to legitimatize the fact that the author was a bona fide war hero, Cramer  inserted at the beginning of the book a copy of his \\""DD-214.\\""  This is an official separation document of the United States Military, and it  it represents the complete, verified record of a service member's time in the military, awards and medals, and other pertinent service information, such as promotions, combat service or overseas service. The one in the book indicated that Cramer had worked with the Special Forces, with his name whited out. It also alleged that the bearer of this DD-214 had won the \\""Distinguished Service Cross, Silver Star, 2 Bronze Medal Stars for Valor, 5 Purple Hearts and the Combat Infantry Badge.\\""<br /><br />Being an expert at examining these forms, Burkett saw all the typing errors and knew this was a fake. Working with Abraham, Burkett sought out Cramer in an attempt to find out his true name.  The director of Alpha Publications, John Straub, sent a letter to Abraham informing him the author's real name was \\""Michael Eric Cramer,\\"" along with a copy of his real DD-214.  Realizing he was busted, Cramer, along with admitting he was incarcerated in Kentcky State Prison, sent a letter  to Abraham,  insisting that his book was based on: \\""Actual experience and in  part on stories related to him by participants. I was unsure of what might still be classified, so to be safe in that regard, and again for the sake of \\""dramatization,\\"" I altered the who, what, when, and where significance.\\"" He added that because he was in jail it was necessary to use a \\""nom de guerre.\\""  Burkett started to do his own homework. [[ASIN:1401096751 Fake Warriors: Identifying, Exposing, and Punishing Those Who Falsify Their Military Service]] Checking with the authorities at Kentucky State Prison, he found out that Cramer had lied to Abraham about his name so that he couldn't check his military records and that his real one was in fact \\""Lenox Eric Cramer,\\"" Now everything this author said was in doubt.  Burkett shuddered when he found out two things. First, Kramer was incarcerated for the brutal and sadistic murder of a hitchhiker. Second, Kramer had been the star pupil of a prison run creative writing class, and finally,  Cramer's claim of being an ex Green Beret was an abject falsification.<br /><br />The only service Cramer saw was as a clerk typist probably typing up fake orders, promotions and requisitions. He had been thrown out of the Army by court martial, with AWOL and narcotics violations. Upon learning this, Staub dumped Cramer's book, selling it to Avon Books. This publisher, indifferent to whether this book was true or hogwash, saw only big sales receipts and ignored the reality of the situation, that \\""Slow Dance on the Killing Floor\\"" was a fraud. The author was nothing less than an imprisoned charlatan writing farcical tales about Vietnam. As a side note, Cramer was released from Kentucky State Prison and in no time at all  trouble found him. [[ASIN:096670360X Stolen Valor : How the Vietnam Generation Was Robbed of Its Heroes and Its History]]  Burkett reported that Cramer had been convicted of murdering two people on a contract hit, and would never again see daylight. In the end, it is apparent that books like this  really denigrate the service, patriotism and gallantry of some of the best warriors America has to offer, those in the Green Berets and  Studies and Operations Group. It is a sad fact that these authors have no respect for those special people that go above and beyond the call of this country. Once exposed, books of this sort need to be exempt from sale and authors permanently banned.","2008-12-15","2008","Books"
"US","13513863","R2YKR4U9AFRY32","1483815803","877863119","Summer Bridge Activities®, Grades K - 1","5","0","0","N","Y","loved it this summer","This has been a great book to do a little bit of work over the summer. It's easy to just do a page a day and not feel like it's a huge production. But also keep their little brains working! we will be getting one next year too!","2015-08-13","2015","Books"
"US","33414776","R2P05NR8GYCYVE","141690817X","961849318","The Realms of the Gods (The Immortals, Book 4)","4","0","0","N","N","The amazing TP universe","Book 4 of the Immortals series  Numair and Daine are sent to tackle some immortals when they are abruptly taken through to the realms of the gods. This book explores Daine's past and future whilst opening up the TP universe. This is a great book and explores complex emotions and relationships including Daine and Numair, dragons, stormwings and Daine's parents.  An excellent conclusion to this quartet. This is not my favourite quartet but again TP explores some very important issues for young adults as well as a mystical world that expands with every book.","2008-12-15","2008","Books"
"US","13194347","RY99ZB948ZYZT","0307742539","382448153","The Girl Who Kicked the Hornet's Nest (Millennium Series)","5","0","0","N","Y","Five Stars","weird book, but I couldn't put it down.  hope the new book can continue the stories.","2015-08-13","2015","Books"
"US","52571260","R34HTRROGTEARN","0061448737","335646419","Jesus: A Story of Enlightenment","2","9","12","N","Y","Fiction is not Chopra's forte","Let me begin by emphasizing that I find Deepak Chopra's non-fiction 'spiritual writings' to be well-constructed, readable, challenging, and meaningful in this age of materialism and passive entertainment.  I have read these works and recommended them to others.  However, after reading 'Jesus: A Story of Enlightenment,' I have concluded that fiction(or long parable) is not Chopra's long suit.  His attempt to fantasize what the hidden adult years of Jesus' life was like before his ministry is unconvincing. The characters of Jesus, Mary of Magdala, and Judas the Zealot are so two-dimensional and the plot so thin that a reader hoping to find a plausible 'story' or 'inspiration' will not only be disappointed, but will soon be irritated by the improbabilty and lack of meaning.  For believing Christians, this Jesus is simply an unrecognizable magus.  The narrator, who is himself an old magus(or guru) in the mountins of west Asia, discovers Jesus buried in snow, warms him up, and then learns and recounts Jesus' story of his coming to recognize his 'special powers.'  The essence of what Chopra has to say is in the final fifty pages, although the themes are not significantly different from his other works where he deals with the life and relevance of Jesus.  In summary, this is a rather poor attempt at a fictional account of an unknowable period of the life of Jesus.  The reader would better spend time reading some of Chopra's earlier works on this subject.","2008-12-15","2008","Books"
"US","37139925","R2931KS3IN9FUV","0064461890","135259387","The Gods and Goddesses of Olympus (Trophy Picture Books (Paperback))","5","0","0","N","N","An excellent introduction to mythology","A &#34;read out-loud&#34; book for 5 and 7 year old children. The stories absorbed them. I highly recommend it.","2015-08-13","2015","Books"
"US","12587627","R3GQF7CON11WP7","1439210152","751507695","Do You Know How God Loves You?: Successful Daily Living","5","3","4","N","N","Blessing for the heart","I find Mary Lou's writings to be deep and soulful, yet simple to grasp. She's refreshing as she exposes truth often using meaningful stories to support her point. I can see Mary Lou's book used as a Bible study in churches wishing to feed a hungry flock.","2008-12-15","2008","Books"
"US","50939193","RUO2N4A6OCGLH","B003EGAH0K","300324205","The Baseball Codes: Beanballs, Sign Stealing, and Bench-Clearing Brawls: The Unwritten Rules of America's Pastime [Deckle Edge] (Hardcover)","5","0","0","N","Y","Five Stars","Great Book!!!","2015-08-13","2015","Books"
"US","50122160","R3AD9HFEC4YK43","1600245072","392823770","Rich Dad's Advisors: Guide to Investing In Gold and Silver: Everything You Need to Know to Profit from Precious Metals Now","5","0","2","N","N","An outstanding introduction for any novice to investing in precious metals","As financial markets swing wildly investors often turn to tried-and-true investments as solid as gold and silver - despite the fact they too fluctuate. RICH DAD'S ADVISORS: GUIDE TO INVESTING IN GOLD AND SILVER provides a review of economic cycles that contribute to gold and silver's importance as an investment vehicle, with chapters considering how and where to invest money in precious metals. An outstanding introduction for any novice to investing in precious metals.<br /><br />Diane C. Donovan<br />California Bookwatch","2008-12-15","2008","Books"
"US","6980573","R2X1NJ77CJVOD7","1501039121","57646880","Life Changes Quick: Replace your 9-5 income, travel the world, get in shape, and even fall in love","5","0","0","N","N","great guy and this is a great book","Johnny has a really interesting story, great guy and this is a great book.","2015-08-13","2015","Books"
"US","43621788","R1M4ZIOIPWWGGL","0892760451","983672323","Faith Food: Devotions","5","6","6","N","Y","A 365 Step Plan To Build Your Trust In God's Word","Kenneth E. Hagin will always be remembered as a champion of teaching the word of God. His whole life purpose was to teach Christians to have faith, which is simply trusting God at his word.<br /><br />With over 7000 promises to God's children concerning every aspect of life, Hagin spent his whole life pointing the believer to the Bible, as the revelation of God's will for our life. With his simple \\""God can't be a liar\\"" philosophy, millions have been touched, encouraged and healed, not by trusting Hagin's teachings, but by simply trusting God's word.<br /><br />This is the basis for one of the most wonderful spiritual based books ever released, Faith Food: Devotions by Kenneth E. Hagin. No matter what your background is, or what church you may go to, or denomination you belong to, Hagin simply, daily, points the reader to the word of God.<br /><br />Each day, he begins with a scripture, shares his insight into that scripture, and then ends the day with an affirmation of that thought and scripture to the reader's personal life.<br /><br />I bought the originals of this book some 20 years ago when they were published into four seasonal small paperback devotional booklets. They've gotten a lot of use since then and we were so pleased to see that they had been released in a hard bound book that I recently bought a copy, only to have my wife give it away to a daughter. So it looks like I'll have to get another copy. I recommend you do too for a daily, powerful, balanced walk through God's promises for his children.","2008-12-15","2008","Books"
"US","37343279","RC4FPKERZ63C1","1440131783","666392575","The Ásatrú Edda: Sacred Lore of the North","5","0","0","N","Y","was hoping for some art in there but Awesome either way","cant wait to read!! was hoping for some art in there but Awesome either way.","2015-08-13","2015","Books"
"US","12108657","R30OTS9IF7WMWA","0975289691","445168754","Organic Disciplemaking: Mentoring Others Into Spiritual Maturity And Leadership","1","5","79","N","N","Psychology has no place in the Body of Jesus Christ","In place of following the Lord Jesus Christ, many Christians have left the \\""take up your cross daily\\"", and \\""denying your self\\"" walk for an seemingly easier pragmatic approach. In other words, psychology has replaced the Cross. I think that this book that everyone seems to just \\""love\\"" and think that it's just the \\""answer\\"" to the church's problems is a complete work of psycho-heresy.  If you want to fulfill the call of Jesus Christ to preach and teach, making disciples of all nations, you must do one thing:  PREACH THE GOSPEL!  Why is everyone trying to mold people?  You can't change man, or the heart of man!  Only the Lord Jesus Christ, through His shed blood on the Cross and the power of His Holy Spirit can do that!  Our job as Christians, is to preach the Gospel.  We are also to show mercy, forgive, love, obey God in all things, be thankful to God for all things, however, if your faith is not in Jesus and Him Crucified and you are not walking in the Grace that that faith affords, you will not be able to love, show mercy, etc. (have fruit of the Holy Spirit).  I think that Mr. McCallum's time would be better spent reading the Bible and letting the Lord reveal His Word to him and HIs people.  Don't read this book it's a waste of time.  Instead, why don't you read the Gospels, found in the New Testament?  I guarantee that you will learn something new and be refreshed by the Holy Spirit through Word of God.  God bless you !     saltyforjesus","2008-12-15","2008","Books"
"US","43174038","R2J0KCF05OYHX7","1885593163","677026639","The Little Hands Nature Book (Williamson Little Hands Series)","3","0","0","N","Y","The ideas look simple and fun but there is really nothing new here that can't ...","I can find most of these ideas on the internet. I sent them to my daughter who is computer phobic. The ideas look simple and fun but there is really nothing new here that can't be found in a dozen different websites.","2015-08-13","2015","Books"
"US","51267856","RDHER5EOH45Z9","0316007161","814731649","Dark Heart (The Broken Man)","5","3","4","N","Y","A great second book in the series.","Dark Heart is a sequel to Path of Revenge and follows the previous series on the Falthan war. (I'm not going to summarize the book here)<br /><br />This is a must read for any fans of Russell Kirkpatrick's previous books.<br />This book continues with excellent action, plotline and character development (and no, I don't know the author).<br /><br />I look forward to the next book in the series.","2008-12-15","2008","Books"
"US","33289441","R25AEB4CK8HOGT","1419714015","429380454","Star Wars Art: Posters Limited Edition (Star Wars Art Series)","5","0","0","N","Y","Well worth it.  Limited edition,  Explicitly stated.  Huge!","This is definitely a limited edition.  Comes in a clamshell box with the limitation written directly on the box--out of 325.  I didn't understand the one star review at all.  Perhaps they were reviewing a different product.  At any rate. this is a high quality collectible.  There is another box inside the clamshell box.that I have left shrink wrapped.  But I have seen the opened content elsewhere and it is worth it.  Grab one before they are all gone!","2015-08-13","2015","Books"
"US","17298783","R2BIF3GFE527WW","0375764925","324503761","Cracking the GRE Psychology Subject Test, 7th Edition","4","3","3","N","N","Great review text, but don't use this book alone!","I took the April 2008 Psych GRE and scored a 750.  I studied psychology as an undergraduate but have been out of school for 6 years.  I studied intensively for probably 2 weeks prior to the exam.  I used the Kaplan book, the Princeton Review book and also a general psychology text (which if you buy a recently revised edition, you can find for under [...]  on amazon or[...].    The Princeton Review book was well organized and its outline/list format made it easy to follow.  The book covered a greater array of topics than the Kaplan book, but in MUCH less detail.  In fact, I often noted topics that were so glossed-over and summarized that they might actually misrepresent the term/concept to the reader unless he/she had a prior knowledge of the subject or did some additional studying.    The Kaplan book covered fewer topics but provided *slightly* more detail in its explanation. I found the content in the Kaplan book to align better with the content presented in the general psych text that I used (Gleitman's \\""Psychology\\""). Although it covers fewer specifics, it provides a much better review of main concepts.       In the end, I used both texts to make my own study guide by working through them both, section by section, and creating a combined list of terms/concepts I needed to study.  I did most of my actual studying using the general psychology book.      I would highly recommend using these two books to inform your study plan but do not rely on them to provide a complete review.  I found the general psychology text to be far more useful than either of these texts.  Let the review books guide your review by filtering the huge amount of information in the general psych book.    If you are very familiar with the material and just need a quick review, I would buy the Princeton Review book, as it presents more material overall.      If you are somewhat familiar with the material but need some serious review, I would at least buy the Kaplan book, as it provides better explanation of major concepts.    If you have the time, buy them both and invest in a general psych text.    Neither text can completely prepare you for the test. There were quite a few questions on the test that were not covered by either of the books and quite a bit of material that was heavily covered by both texts that did not appear on the test.  I'm sure ETS studies these books too.  Best of luck!    Good luck!","2008-12-15","2008","Books"
"US","27151407","R2YGVZ9QLMOZF9","0553585479","585640581","Instant Relief: Tell Me Where It Hurts and I'll Tell You What to Do","5","0","0","N","Y","Peggy's book offers great exercises to provide relief","For life's aches and pains....Peggy's book offers great exercises to provide relief.....only wish it was hard cover so the book was more durable","2015-08-13","2015","Books"
"US","12195224","RWEQNJA1BQ0UB","0312966091","809706185","Three to Get Deadly (Stephanie Plum, No. 3) (Stephanie Plum Novels)","4","1","1","N","N","The Story Contiues...Thankfully","The third book in the series, this book continues the tale of Stephanie plum and her hijinks as one of the worst, and most luck, bounty hunters ever. This series is simply hysterical. While not quite as good as its predecessor, it is still a good showing. While all her books focus on both the case and her personal life, this one veers more towards the case then her life, unfortunately. While the cases are decent mysteries, its her life that is so funny and interesting.","2008-12-15","2008","Books"
"US","571814","RO228ASLP6DCQ","0134090640","823458561","Psychology: Exploration Books a la Carte and REVEL -- Access Card Package (3rd Edition)","4","0","0","N","Y","Four Stars","Good condition but it is come a little bit bend...","2015-08-13","2015","Books"
"US","31868936","R1C14T6HXGBGUN","0066620996","205785288","Good to Great: Why Some Companies Make the Leap and Others Don't","4","0","0","N","N","Captivating for a Business Study","Very good research and well written.  Somewhat dated since 3 of these companies are in trouble today, but the others are still among the best.","2008-12-15","2008","Books"
"US","11114352","RWSN1OAKNVQAY","1935551973","266904637","Critical Reasoning","2","0","0","N","Y","Two Stars","very disappointing","2015-08-13","2015","Books"
"US","51728481","R374HS9VH4PYE1","1560974273","582435172","Ghost World","2","10","17","N","N","A time capsule on paper","I didn't read this when it was first released in the early 1990s, and I only picked it up after hearing raves about the film version.<br /><br />I'm an avid comic book reader, and while I normally prefer my books to have the words \\""Bat\\"" and/or \\""Man\\"" in the title, I enjoy less fantastic fare as well.  I particuarly like the compendium of non-action comics that Chris Ware compiled for McSweeny's 13.<br /><br />Ghost World seems to me more of an artifact of the 1990s than a lasting contribution to illustrated literature.  The book lacks any real punch to me know, in 2008.  Perhaps it is because the issues of this book have been so exhaustively covered in other literature and media, or perhaps it is because the issues of older teenagers have little relevance on my life as an adult, but this book just seemed to be primarily concerned with navel gazing.  The characters talk about how much they hate their lives, do little or nothing, and then repeat the next day.<br /><br />The only element that still rings true is how cruel and self-centered teenagers can be, even those who would like to think themselves better than their peers.<br /><br />The art was the highlight of the book for me, with Clowes uncluttered compositions and attention to detail brining a lot of life into his black and white panels.  Even the most mundane scenes are rendered visually interesting by Clowes.  It is a shame his writing is not on the same level.","2008-12-15","2008","Books"
"US","41331831","R3S3TN7YRXB9NO","0345535529","268067011","A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons","5","0","0","N","Y","Happy with the writing","Happy with the writing . When I got by books one of them was damaged. Was not happy about that.","2015-08-13","2015","Books"
